dialogue,label
"caller: Hey, is Stacey around?   receiver: This is Stacey.   caller: Hi! It’s Tom from the gym. Your yoga class for tomorrow is confirmed.  ",0
"caller: Hey Dad, I found your missing screwdriver in the garage. receiver: Ha! Knew it would turn up eventually. Thanks, buddy! caller: No problem. See you at dinner! receiver: Sounds good.",0
"caller: You have new legal documents; verify SSN to access. receiver: What law firm is this? caller: Documents are confidential, so we use secure phone verification.",1
caller: Your identity was used in a crime. Confirm your SSN to clear your record. receiver: Can’t I do this at the police? caller: Police only act after an internal investigation.,1
"caller: Hey, it’s Dylan. You left your backpack at my house last night.   receiver: Oops! I’ll grab it on my way home.   caller: No rush, I’ll leave it by the front door.",0
"caller: Hello from technical support, we detected malware on your device. Download our app now. receiver: I’ll check with my provider first.  ",1
caller: You were overbilled by your phone provider. Let’s refund you if you provide your account details. receiver: I’ll check my bill and call my provider myself.,1
"caller: Dear winner, claim your Amazon gift card now by texting your card info to this number. receiver: Amazon never gives out prizes this way. Goodbye.",1
"caller: Hi Lisa, this is Marsha from the community center. We’d love for you to lead the yoga class again this Saturday morning. receiver: I’d be happy to! I’ll see you then.",0
"caller: Hello, this is Thelma from Town Library. Your reserved copy of “Hidden Valley Road” is in. receiver: Wonderful! I’ll come by this afternoon.",0
"caller: Hello, is this Dr. Elliot? receiver: Yes, it is. caller: I’m Mary from the conference team, confirming your lecture for Saturday at 11. receiver: Perfect, thanks for the reminder. I’ll see you then.",0
"caller: Hi, I’m calling from Citywide Pharmacy. Your prescription refill is ready for pick-up.   receiver: Thank you so much. I’ll pick it up after work.   caller: Perfect, we’re open till 8 tonight. See you then.",0
"caller: Hi, it’s Dylan from the bike repair shop. Your bicycle is ready to be picked up. receiver: Great, thanks! I’ll come by on my lunch break.",0
"caller: Your pet insurance requires immediate renewal. Confirm your policy and payment details. receiver: I’ll call my pet insurer, thanks.",1
"caller: I’m from your pension fund. To update records, share your SSN and date of birth. receiver: I’ll call the fund directly. Never over the phone, thanks.",1
"caller: Hello, is Daniel home? receiver: Speaking. caller: This is Laura from the dance academy. Your class is moved to 5 PM tomorrow. receiver: Thank you for letting me know.",0
"caller: Hey, just checking in to see how your presentation went.   receiver: It went great, thanks! Appreciate you asking.  ",0
"caller: You have an outstanding toll fee. If you don’t pay today, your license will be suspended. receiver: Which agency are you representing? I haven’t received notice.",1
"caller: Hey, did you get the movie tickets? receiver: Yes, I got them for the 8pm show. See you at the theater! caller: Perfect, can’t wait.",0
"caller: Hello Mrs. Kim, your sewing machine is repaired and ready to collect. receiver: Thank you very much. I’ll pick it up tomorrow.",0
"caller: Hi, Lana from Giant Pharmacy. Your flu shot appointment is tomorrow at 10. receiver: Thank you, Lana. Do I need to bring my ID? caller: Yes, just your ID and insurance card. receiver: See you then!",0
caller: We’re processing your unemployment benefits—please verify your SSN and banking details. receiver: I already completed everything. Why a call now? caller: There are new federal verifications this year.,1
"caller: Good evening, this is Paul from Green Grocers. receiver: Hello Paul. caller: Just checking if you’d like to renew your weekly fresh produce delivery. receiver: Yes, please—it’s been great.",0
caller: You have a court summons for jury duty. receiver: No one told me. How do I comply? caller: Verify your identity with your SSN and address.,1
caller: We overcharged you on your last phone bill. Give us your card for a refund. receiver: Carrier usually credits directly. caller: This is faster. receiver: I’ll wait for the credit.,1
"caller: This is from the census bureau. We need your full name, date of birth, and address for our survey. receiver: I’ll do the census online or by mail, not by a random phone call.",1
"caller: Hi, this is Tina from the local election board. Your polling location has changed for the upcoming election. receiver: Thanks for notifying me. Where is it now? caller: It’s at Central Middle School.",0
"caller: Hello, this is Sam from Home Repairs Pro. We’re confirming your plumbing appointment on Thursday. receiver: Excellent, thank you for the call.",0
caller: I’m tech support. There is a virus on your PC. Please download this software so we can fix it. receiver: I don’t need outside tech support. I’ll take care of my computer personally.,1
"caller: Hello, this is Megan from bookstore. We are holding the copy of the novel you wanted. When can you pick it up? receiver: Thank you so much, Megan! I’ll pick it up over the weekend.",0
"caller: Hi, it’s Maggie from Green Leaf Florist. Your bouquet order is ready for delivery. receiver: Wonderful! When should I expect it? caller: Between noon and two today. The driver will call when arriving.",0
"caller: Congratulations, you just won a $1,000 Amazon gift voucher! Let me take your email and send you the link. receiver: Absolutely, trevor.martin@gmail.com. Will the voucher arrive soon? caller: Yes, within the hour.",1
"caller: Congratulations! You’ve been selected for a free government grant. To process, I’ll need some identification details. receiver: Can I get some information about this grant first? caller: Of course! I just need your Social Security number to verify your eligibility.",1
caller: Local court fines are unpaid. Pay today to avoid further charges. receiver: How can I verify this with the court?  ,1
"caller: Good morning, this is Queenie from City Florist.   receiver: Good morning!   caller: Your bouquet delivery is scheduled for 1 p.m. Is that a good time for you?   receiver: Yes, that works for me.",0
caller: I’m from your health insurance provider. We need your medical history for claim processing.   receiver: Which provider is this?   caller: The one you use.   receiver: This doesn’t sound right.,1
"caller: Good morning, this is Ben with Northside Car Wash. Your loyalty points earned you a free wash this week.   receiver: Thanks Ben, I’ll bring my car by soon.",0
"caller: Hello, calling from Silver Strings Music Lessons. receiver: Hi! caller: Just wanted to confirm your violin lesson Thursday at 4:30pm. receiver: I’ll be there.",0
